Frame,Predict
12,c
13,c
14,c
15,c
16,c
17,c
18,c
19,c
20,c
21,c
22,c
23,c
24,c
25,c
26,c
27,c
28,c
29,c
30,c
31,c
32,c
33,c
34,c
35,c
36,c
37,c
38,c
39,c
40,c
41,c
42,c
43,c
44,c
45,c
46,c
47,c
48,c
49,c
50,c
51,c
52,c
53,c
54,c
55,c
56,c
57,c
58,c
59,c
60,c
61,c
62,c
63,c
64,c
65,c
66,c
67,c
68,c
69,c
70,c
71,c
72,3
73,3
74,3
75,3
76,3
77,3
78,3
79,3
80,3
81,3
82,h
83,h
84,h
85,h
86,h
87,h
88,h
89,h
90,h
91,h
92,h
93,h
94,h
95,h
96,h
97,h
98,h
99,h
100,h
101,h
102,h
103,h
104,h
105,h
106,h
107,h
108,h
109,h
110,h
111,h
112,h
113,h
114,h
115,h
116,h
117,h
118,3
119,3
120,3
121,3
122,r
123,r
124,2
125,2
126,r
127,r
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,3
146,y2
147,q
148,2
149,2
152,c
153,c
154,k
155,2
156,2
157,2
158,g
159,q
160,r
161,2
162,2
163,2
164,2
165,r
166,g
167,r
168,d
169,d
170,3
171,3
172,2
173,2
