Frame,Predict
17,m
18,m
19,m
20,q
21,m
22,m
23,j1
24,j1
25,j1
26,m
27,d
28,d
29,d
30,d
31,d
32,d
33,d
34,d
35,d
36,d
37,d
38,d
39,d
40,w
41,w
42,w
43,m
44,d
45,m
46,w
47,d
48,d
49,m
50,w
51,d
52,d
53,w
54,m
55,d
56,q
57,d
58,d
59,d
60,d
61,j1
62,d
63,d
64,j1
65,m
66,w
67,j1
68,m
69,m
70,w
71,q
72,q
73,q
74,q
75,q
76,j1
77,m
78,m
79,m
80,q
81,m
82,m
83,w
84,j1
85,j1
86,m
87,d
88,d
89,y2
90,y2
91,y2
92,y2
93,l
94,l
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
