Frame,Predict
14,l
15,l
16,l
17,l
18,l
19,l
20,l
21,l
22,l
23,l
24,l
25,l
26,l
27,l
28,l
29,l
30,l
31,l
32,l
33,l
34,l
35,l
36,l
37,l
38,l
39,l
40,l
41,l
42,l
43,l
44,l
45,l
46,l
47,l
48,l
49,l
50,l
51,l
52,l
53,l
54,l
55,l
56,l
57,l
58,l
59,l
60,l
61,l
62,l
63,l
64,l
65,l
66,l
67,l
68,l
69,l
70,l
71,l
72,l
73,l
74,l
75,1
76,1
80,q
81,q
82,t
83,t
84,t
85,t
86,t
87,t
88,t
89,t
90,t
91,t
92,t
93,t
94,t
95,t
96,t
97,t
98,t
99,t
100,t
101,t
102,t
103,t
104,l
105,l
106,t
107,t
108,l
109,l
110,l
111,l
112,l
113,l
114,l
115,t
116,t
117,t
118,t
119,t
120,l
121,t
122,l
123,l
124,l
125,l
126,l
127,l
128,l
129,l
130,l
131,l
132,t
133,l
134,l
135,l
136,l
137,l
138,l
139,l
140,l
141,t
142,t
143,t
144,t
