Frame,Predict
3,q
4,q
5,m
6,m
7,m
8,g
9,j1
10,j1
11,j1
12,y1
13,y1
14,j1
15,j1
16,j1
17,j1
18,j1
19,j1
20,j1
21,j1
22,j1
23,j1
24,j1
25,j1
26,j1
27,j1
28,j1
29,j1
30,j1
31,j1
32,j1
33,5
34,g
35,m
36,q
37,q
38,c
39,c
40,j2
41,y1
42,y1
43,y1
46,s
47,j2
48,j2
49,j1
50,j1
51,j1
52,j1
53,j1
54,j1
55,j1
56,j1
57,j1
58,j1
59,j1
60,j1
61,j1
62,j1
63,j1
64,j1
65,j1
66,j1
67,j1
68,j1
69,j1
70,j1
71,j1
72,j1
73,j1
74,j1
75,j1
76,j1
77,j1
78,j1
79,j1
80,j1
81,j1
82,j1
83,j1
84,j2
85,j1
86,j2
87,j1
88,j1
89,j2
